Id,Target
v_1rfeli831e_0049,1 109.81 545.76 27.3 81.76 61.1;1 252.61 496.375 80.04 31.11 359.7;1 437.35 533.49 29.7 81.7 87.3;1 989.095 666.545 30.83 82.29 356.7;1 994.245 192.625 32.27 84.85 0;1 997.89 55.775 30.1 72.13 0
v_1ucfougfdq_0000,1 353.46 535.73 122.4 50.32 359.5;1 1566.65 526.775 112.04 49.93 359.2029;9 958.515 680.475 20.31 51.59 340.96
v_1ucfougfdq_0024,1 59.67 531.71 119.34 50.32 359.5;1 1273.69 524.705 112.04 49.93 359.8;9 748.76 511.36 22.84 51.58 284.5
v_1ucfougfdq_0049,1 1142.24 524.985 112.04 49.93 359.8;9 321.845 517.52 22.83 51.58 269.2
v_1us0n1cwou_0000,1 100.305 503.795 81.61 30.71 0;1 431.89 503.435 69.18 30.95 0;1 474.095 339.535 71.71 32.25 0;1 631.36 256.795 72.38 32.93 0;1 734.245 476.435 82.51 33.59 0;1 763.125 299.115 75.99 34.69 0;1 838.55 812.26 71.88 29.36 161.2;1 1007.96 1026.92 32.08 71.8 0;1 1019.28 933.37 34.18 83.4 0;1 1059.975 912.08 34.95 83.2 0;1 1451.375 282.755 68.33 32.19 0;1 1507.23 244.3 83.86 36.66 0;1 1574.37 347.195 90.5 36.51 0;1 1638.245 290.76 81.23 33.54 0;1 1879.58 417.075 80.84 33.77 0;2 1912.51 282.505 14.98 38.71 0;4 1064.035 1019.92 31.93 75.76 0;7 1218.935 332.73 155.05 50.68 0;9 1911.27 230.25 17.46 18.04 0
v_1us0n1cwou_0024,1 38.6 459.845 77.2 34.59 0;1 254.54 474.625 87.8 33.83 0;1 315.095 299.58 75.99 34.68 0;1 372.49 421.575 83.32 32.69 0;1 507.165 509.055 81.61 30.71 0;1 759.325 257.165 77.55 36.65 0;1 764.375 503.735 66.37 30.95 0.5333;1 838.58 812.7 71.88 29.36 161.2;1 871.945 285.465 63.63 32.19 0;1 1028.72 347.425 85.6 36.51 0;1 1008.23 1027.61 32.08 71.8 0;1 1019.28 933.905 34.18 83.39 0;1 1060.165 910.91 34.95 83.2 0;1 1104.1 284.21 77.92 33.54 0.64;1 1229.79 481.275 80 33.59 0;1 1877.04 287.465 82.72 34.29 0;2 1493.81 291.925 92.32 38.71 0;4 1064.15 1020.57 31.94 75.76 0;7 705.11 333.89 150.46 50.68 0;9 1569.23 233.34 38.92 18.04 0
v_1us0n1cwou_0049,1 43.65 414.35 87.3 32.7 0;1 197.5 508.535 94.4 31.79 0;1 265.11 275.405 63.64 32.19 0;1 333.495 413.855 84.71 31.79 0;1 387.935 462.735 85.31 34.59 0;1 466.33 345.795 83.04 36.51 0;1 484.325 261.64 77.93 33.54 0.79;1 588.19 471.975 87.8 33.83 0;1 652.74 421.44 81.66 32.68 0;1 752.895 509.485 81.61 30.71 1.32;1 838.61 813.16 71.88 29.36 161.2;1 908.935 568.985 66.37 30.95 48.76;1 1008.5 1028.32 32.08 71.8 0;1 1019.28 934.46 34.18 83.4 0;1 1060.365 909.7 34.95 83.2 0;1 1567.94 292.415 82.98 34.29 0;1 1768.375 483.915 82.89 33.59 0;2 1254.87 296.72 88.98 38.7 0;4 1064.27 1021.25 31.94 75.76 0;4 1913.42 291.255 13.16 39.29 0;7 137.79 332.945 150.46 50.67 0;9 1345.45 234.105 38.92 18.03 0
v_1utyf6ckw3_0000,1 65.53 252.38 28.46 68.06 268.6;1 438.36 236.28 30.66 71.64 268.0538;1 695.135 119.47 30.63 77.46 292.5862;1 923.76 1057.1 30.5 45.8 0;1 971.26 946.61 27.6 73.82 0;7 727.725 256.8 35.31 131.6 295.6448;7 924.76 853.66 43.6 180.5 0;7 963.39 584.32 34.9 133.4 354.2667;7 1243.04 235.365 123.5 35.59 0
v_1utyf6ckw3_0024,1 93.43 246.065 30.66 69.63 269.3;1 403.945 95.67 30.63 77.46 271;1 921.8 947.565 30.5 76.07 0;1 970.39 962.96 27.6 74.26 0;1 975.14 763.91 27.6 73.82 0;7 502.615 229.19 35.31 131.6 270.7118;7 917.88 681.82 43.6 180.5 358.0556;7 922.61 406.82 34.9 133.4 344.0333;7 1179.57 237.785 123.5 35.59 0
v_1utyf6ckw3_0049,1 21.905 105.385 30.63 43.59 269.2;1 924.89 730.58 30.5 76.06 0;1 969.58 775.25 27.6 74.26 0;1 972.4 571.61 27.6 73.82 358.28;1 974.035 951.3 29.05 77.32 0;1 1764.12 189.05 74.1 27.9 0;1 1898.8 277.04 42.4 29.1 0;7 178.265 238.105 35.31 131.59 268.5;7 843.61 240.2 34.9 133.4 326.12;7 908.61 517.86 43.6 180.5 353.74;7 1178.585 237.715 123.49 35.59 0
v_1v3nchg0m1_0000,1 48.1 499.85 96.2 36.08 0;1 232.54 456.75 103.1 40.14 0;1 476.535 517.46 99.53 38.98 0;1 530.4 469.045 99.64 37.53 0;1 663.455 467.38 93.65 40.14 0;1 853.655 463.265 92.53 36.79 0;1 902.175 726.38 38.23 91.58 0;1 902.975 899.33 37.21 81.7 0;1 904.365 588.01 37.13 87.78 0;1 966.52 572.295 42.92 88.71 0;1 964.8 682.4 38.86 88.3 0;1 964.405 773.045 37.99 88.51 0;1 968.05 1003.795 42.32 96.05 0;1 983.425 890.65 40.21 89.1 0;1 1482.45 469.09 90.42 39 0;1 1702.13 458.115 84.06 35.63 358.2;1 1785.13 540.545 93 35.53 0;1 1904.205 534.985 31.59 38.27 0;3 1016.05 461.95 132.98 46.94 0;9 1655.3 506.87 42.08 13.44 0
v_1v3nchg0m1_0024,1 352.32 511.4 96.2 36.08 0;1 476.98 453.45 103.1 40.14 0;1 615.715 518.425 99.53 38.99 0;1 646.685 465.81 99.63 37.54 0;1 775.765 466.55 93.65 40.14 0;1 904.795 611.975 38.23 90.43 0;1 904.72 789.825 37.2 81.69 0;1 905.405 473.36 37.13 87.78 0;1 908.3 1018.71 41.08 93.4 0;1 966.03 532.3 42.92 88.72 0;1 965.22 773.675 37.98 88.51 0;1 965.87 646.805 38.86 86.21 0;1 969.235 978.835 42.31 96.05 0;1 982.955 875.42 40.21 89.1 0;1 1097.635 462.55 92.53 36.8 0;1 1722.255 467.385 93.83 38.99 0;1 1784.995 540.505 92.99 35.53 0;1 1904.525 534.985 30.95 38.27 0;1 1910.22 456.86 18.48 35.62 359.3;3 1273.38 471.05 132.98 46.94 0
v_1v3nchg0m1_0049,1 561.755 517 94.79 36.08 0;1 586.03 453.57 101.58 40.14 0;1 697.235 518.9 92.85 38.98 0;1 711.66 465.925 98.54 37.53 0;1 816.88 466.875 91.98 40.13 0;1 904.72 383.16 38.22 90.44 0;1 906.69 176.82 37.14 87.78 0;1 908.815 931.48 41.09 93.4 0;1 908.79 578.595 37.2 81.69 0;1 958.51 1062.15 33.56 35.7 0;1 965.08 362.905 42.92 88.71 0;1 964.745 695.35 37.99 88.52 0;1 966.64 510.785 38.86 86.21 0;1 969.235 975.775 42.31 96.05 0;1 982.295 863.44 40.21 89.1 0;1 1387.905 456.405 92.53 36.79 0;1 1784.855 540.475 92.99 35.53 0;1 1879.85 468.52 80.3 39 0;1 1904.86 534.985 30.28 38.27 0;3 1568.435 473.39 136.47 46.94 0
v_1wmgtwhmba_0000,1 1000.77 627.2 38 93.2 0;1 1287.53 525.3 94.46 38.5 0;7 1640.165 518.95 177.27 46.4 1.2
v_1wmgtwhmba_0024,1 323.345 538.84 97.67 38.1 0;1 977.075 905.665 36.25 109.09 0;1 1007.525 434.54 37.99 93.2 0;1 1489.56 593.375 93.72 34.05 343.5714;1 1661.58 525.46 94.46 38.5 0;7 1905.2 517.82 29.6 46.4 359.9
v_1wmgtwhmba_0049,1 776.555 535.88 97.67 38.1 0;1 983.505 770.695 36.25 109.09 0;1 1010.885 139.17 37.99 93.2 0;1 1731.29 559.75 93.72 34.04 357.4333
v_1zk4d2a7w3_0000,1 736.955 509.23 71.89 29.36 357.2479;1 1006.4 963.015 31.32 76.95 0;1 1009.375 1073.58 33.63 12.84 0;1 1058.875 988.69 31.31 80.3 0;1 1059.13 888.31 27.44 66.84 0;7 1059.565 1060.15 36.81 39.7 0;8 1015.715 880.76 27.79 72.82 0.8
v_1zk4d2a7w3_0024,1 736.895 509.17 71.89 29.36 357.1941;1 1006.925 948.875 31.31 76.95 1;1 1009.375 1073.63 33.63 12.74 0;1 1058.61 981.97 31.32 80.3 0;1 1059.67 882.48 27.44 66.84 0;7 1059.565 1059.6 36.81 40.8 0;8 1022.88 772.81 27.8 72.82 5.54
v_1zk4d2a7w3_0049,1 737.4 509.12 71.88 29.36 357.1381;1 1009.375 1053.5 33.63 53 0;1 1011.015 821.205 31.31 76.95 1.5;1 1058.275 970.425 31.31 80.29 0;1 1061.21 836.08 27.44 66.84 0;7 1059.565 1059.025 36.81 41.95 0;8 1085.565 611.83 27.79 72.82 38.49
v_20b96zot2r_0000,1 461.445 502.57 109.05 43.36 0
v_20b96zot2r_0024,1 143.225 514.13 109.05 43.36 0
v_20b96zot2r_0049,none
v_22f62i1jvu_0000,1 65.71 537.06 32.08 83.16 89.9182;1 998.865 854.075 81.93 32.67 278.6;1 1001.67 1041.77 82.1 31.46 271.1;1 1001.655 327.63 30.11 85.76 2.8;1 1226.72 477.8 83.2 30.6 358.2;1 1271.87 528.665 83.28 33.55 353;1 1413.02 510.285 84.94 31.45 0;1 1590.03 508.02 92.8 31.46 0;1 1774.5 498.82 93.42 31.2 0;1 1891.65 512.42 56.7 31.14 0;7 962.77 535.435 141.7 45.67 359.5;9 944.55 895.19 7 28.9 0.4;9 994.01 482.05 40.04 14.18 4.2;9 1306.805 496.35 45.89 15.34 348.4
v_22f62i1jvu_0024,1 936.895 457.27 30.11 85.76 41.7636;1 988.27 952.58 81.94 32.66 276.6;1 1225.015 478.82 83.21 30.6 358.2;1 1238.83 532.765 83.28 33.55 353;1 1346.935 514.09 84.93 31.44 356.4;1 1510.7 509.25 90.44 31.46 0;1 1702.085 497.15 93.41 31.2 0;1 1831.11 511.235 91.74 31.13 0;7 763.33 534.745 133.62 45.67 359.5;9 634.195 492.665 40.03 14.19 358.4;9 946.47 1034.75 7 28.9 0.4;9 1219.995 506.9 42.07 15.34 348.4
v_22f62i1jvu_0049,1 747.9 525.26 30.1 85.76 76.4091;1 976.685 1040.26 81.93 32.66 276.6;1 1013.5 8.765 29.74 17.35 0;1 1160.26 541.17 82.82 33.56 353.8;1 1210.99 480.03 83.2 30.6 358.2;1 1313.89 516.835 84.94 31.45 356.4;1 1463.605 510.95 90.43 31.46 0;1 1621.135 494.86 93.41 31.2 0;1 1754.265 514.295 91.73 31.13 0;7 472.065 537.645 133.61 45.67 359.5;9 163.745 525.235 40.03 14.19 358.4;9 1104.14 502.655 38.9 15.33 2.2
v_2a14i95fb1_0000,1 956.26 765.145 39.14 97.99 5.44;1 1003.21 506.58 102.1 42.08 0.4;1 1515.965 544.305 79.31 33.45 358.8
v_2a14i95fb1_0024,1 714.19 513.82 102.1 42.08 357.3;1 970.95 679.125 39.14 97.99 7.88;1 1263.155 540.305 79.31 33.45 359
v_2a14i95fb1_0049,1 300.95 529.23 102.1 42.08 357.3;1 904.91 551.355 39.14 97.99 310.63;1 1122.46 540.55 79.3 33.46 359
v_2dg5vpr3ev_0000,1 720.14 498.365 96.24 38.79 0;1 750.17 548.52 98.5 36.5 1.6;1 875.12 506.51 98.88 38 357.5667;1 904.94 1047.415 37.62 64.83 0;1 912.3 632.015 34.2 94.17 0;1 920.54 328.09 35.62 92.7 0;1 925.42 899.68 33.5 90.7 0;1 966.31 34.01 34.98 67.38 0;1 971.505 1012.045 35.41 91.71 0;1 976.21 790.98 33.1 89.28 0;1 976.29 429.07 31.46 86.34 0;1 1390.41 551.475 102 39.07 3.6;1 1521.06 549.1 94.2 38.1 0;1 1551.395 506.105 93.21 37.35 358.2;1 1640.38 552.87 105.08 39.3 0;1 1654.825 503.09 89.05 36.18 0;1 1760.825 553.7 101.91 37.74 0.1;1 1799.92 497.475 101.1 36.25 359.1;1 1867.38 563.39 96.3 32.62 0;1 1895.78 492.325 48.44 36.25 0
v_2dg5vpr3ev_0024,1 765.46 497.465 96.24 38.79 0;1 818.47 551.84 98.5 36.5 1.6;1 908.4 934.315 37.62 93.43 0;1 915.41 546.745 34.2 94.17 0;1 922.165 11.2 35.63 22.4 0;1 927.61 777.35 33.5 90.7 0;1 972.625 896.815 35.41 89.37 0;1 975.74 627.385 33.1 89.27 0;1 979 1040.54 38 78.92 0;1 978.97 86.27 31.46 86.34 0;1 1037.325 484.32 98.89 38 354.4;1 1390.41 551.955 102 39.07 3.6;1 1521.74 549.47 94.2 38.1 0;1 1551.41 506.585 93.2 37.35 358.2;1 1640.07 553.21 105.08 39.3 0;1 1654.955 503.48 89.05 36.18 0;1 1760.905 554.01 101.91 37.74 0.1;1 1799.92 497.82 101.1 36.24 359.1;1 1867.4 563.745 96.3 32.63 0;1 1895.66 492.875 48.68 36.25 0
v_2dg5vpr3ev_0049,1 810.97 496.055 96.24 38.79 0;1 838.825 551.4 98.49 36.5 1.6;1 910.42 797.035 37.62 93.43 0;1 917.43 359.36 34.2 94.16 0;1 933.74 567.78 33.5 90.7 0;1 975.22 444.67 33.1 89.28 0;1 976.62 759.815 35.4 89.37 0;1 981.925 925.15 37.99 103.5 0;1 1224.9 490.91 98.88 38 1.2;1 1390.41 552.445 102 39.07 3.6;1 1522.45 549.86 94.2 38.1 0;1 1551.425 507.085 93.21 37.35 358.2;1 1639.75 553.56 105.08 39.3 0;1 1655.095 503.89 89.05 36.18 0;1 1760.995 554.33 101.91 37.74 0.1;1 1799.92 498.18 101.1 36.24 359.1;1 1867.43 564.115 96.3 32.63 0;1 1895.53 493.445 48.94 36.25 0
v_2dh23o7p5z_0000,1 106.55 421.61 79.5 30 0;1 190.57 376.96 78.9 31.8 0;1 192.42 477.88 71.2 27.5 0;1 234.89 1004.65 91.8 34.3 0;1 260.32 294.65 27.2 72.1 267.8;1 510.23 423.18 78.8 30.8 0;1 647.78 381.2 74.5 29 0;1 627.97 266.42 29 81.04 272.3;1 858.92 374.525 33.6 79.89 335.9;1 925.755 775.285 28.67 75.53 0;1 935.94 400.98 29.9 82.36 349.1;1 956.11 1016.99 29.7 79.5 0;1 1125.73 305.16 83.4 32.9 0;1 1286.66 203.59 90.1 32.7 0;1 1289.8 300.075 72.42 27.19 0;1 1318.27 253.11 90.3 35.46 0;1 1387.99 207.04 77.9 32.5 0;1 1432.19 248.17 89.3 29.4 0;1 1466.94 290.12 88.3 33.9 0;1 1492.76 199.75 82 31.6 0;1 1671.62 288.8 85.1 33.5 0;1 1835.63 240.23 81.2 34.2 0;2 1568.68 245.03 89.5 30.7 0;7 1155.44 195.395 111.02 40.67 0;7 1177.85 250.24 113.3 42.62 0;9 514.9 453.55 45.58 9.8 0;9 836.59 1052.235 40.9 10.57 86.5;9 1306.58 427.96 8.6 38.3 83.8
v_2dh23o7p5z_0024,1 136.35 473.89 86.1 30.9 0;1 249.67 256.76 29 81.04 272.3;1 335.75 418.2 79.5 30 0;1 392.69 1002 91.8 34.3 0;1 393.54 375.5 78.9 31.8 0;1 396.1 479.4 71.2 27.5 0;1 567.67 422.92 78.8 30.8 0;1 647.46 380.95 74.5 29 0;1 781.52 300.225 33.6 79.89 297.3;1 894.16 260.63 29.9 82.36 342.6;1 908.985 495.375 28.67 75.53 353.1667;1 950.95 690.29 29.7 79.5 0;1 1124.09 305.11 83.4 32.9 0;1 1256.69 299.685 72.42 27.19 0;1 1286.3 202.91 90.1 32.7 0;1 1318.22 253.05 90.3 35.46 0;1 1386.41 206.33 77.9 32.5 0;1 1416.29 290.54 88.3 33.9 0;1 1430.84 247.56 89.3 29.4 0;1 1485.43 198.14 82 31.6 0;1 1590.43 289.91 85.1 33.5 0;1 1699.54 241.17 81.2 34.2 0;1 1751.96 197.395 84.72 30.31 0;1 1888.3 104.605 63.4 33.79 0;2 1566.08 243.36 89.5 30.7 0;7 1154.38 195.285 111.02 40.67 0;7 1177.22 250.26 113.3 42.62 0;9 643.485 446.27 45.59 9.8 0;9 1671.92 403.77 8.6 38.3 85.7
v_2dh23o7p5z_0049,1 35.4 415.95 70.8 28.62 0;1 296.02 472.37 86.1 30.9 0;1 470.48 418.81 79.5 30 0;1 503.18 1001.06 91.8 34.3 0;1 514.17 374.15 78.9 31.8 0;1 550.35 476.87 71.2 27.5 0;1 603.68 422.98 78.8 30.8 0;1 591.06 294.945 33.6 79.89 270.1;1 647.14 380.68 74.5 29 0;1 865.035 326.235 28.67 75.53 342.8;1 869.65 196.99 29.9 82.36 335.6594;1 934.59 457.74 29.7 79.5 355.5;1 1122.38 305.07 83.4 32.9 0;1 1245.91 298.665 72.42 27.19 0;1 1285.93 202.21 90.1 32.7 0;1 1318.17 252.99 90.3 35.46 0;1 1384.77 205.58 77.9 32.5 0;1 1407.31 291.14 88.3 33.9 0;1 1429.43 246.93 89.3 29.4 0;1 1485.93 197.78 82 31.6 0;1 1561.965 110.03 81.19 33.78 0;1 1566.59 291.08 85.1 33.5 0;1 1613.775 196.415 84.73 30.31 0;1 1673.13 241.94 81.2 34.2 0;1 1773.375 83.95 70.01 32.98 0;2 1565.61 242.36 89.5 30.7 0;7 1153.28 195.155 111.02 40.67 0;7 1176.57 250.285 113.3 42.61 0;9 85.7 485.21 39.7 6.9 0;9 690.71 439.53 45.58 9.8 349.6784
v_2dxvvipomi_0000,1 580.995 507.64 100.33 36.1 0;1 812.17 483.035 103.6 38.19 0;1 992.645 602.11 36.25 109.1 1.1;1 1106.57 602.435 34.9 99.83 53.3;1 1469.93 567.1 38.6 96.48 87.8;1 1663.56 511.915 103.48 35.93 2.5;8 480.17 462.94 63.54 25.3 0;8 1172.97 523.535 65.68 22.63 0;9 329.975 547.33 48.99 17.8 0
v_2dxvvipomi_0024,1 428.21 514.295 93.9 34.79 0;1 962.425 495.36 100.33 36.1 356.3;1 992.275 590.5 36.25 109.1 1.1;1 1215.39 486.395 103.6 38.19 0;1 1322.31 575.355 34.9 99.83 87.4;1 1842.78 564.91 38.6 90.4 90.48;8 858.28 449.08 63.54 25.3 0;8 1568.28 532.68 65.68 22.62 0;9 811.25 525.79 49 17.8 0
v_2dxvvipomi_0049,1 720.3 525.055 93.9 34.79 0;1 981.53 1051.25 33.4 57.5 0;1 991.89 567.75 36.24 109.1 1.1;1 1410.495 495.3 100.33 36.1 357.6125;1 1648.69 499.355 103.6 38.19 0;1 1666.82 578 34.9 99.84 90.1;8 1267.34 453.64 63.54 25.3 0;9 1317.325 542.57 48.99 17.8 0
v_2fmgjnh78z_0000,1 98.475 494.155 80.01 31.89 1.8182;1 636.495 489.085 86.83 30.35 359.7;1 959.48 260.66 31 85.9 0.1;1 960.74 150.35 28.68 70.26 3.7;1 965.255 628.97 28.21 75.64 1.5333;1 976.68 54.99 30.34 81.6 4.5;1 1021.785 303.37 31.13 83.1 358.4;1 1224.1 480.36 83.2 30.6 358.2;1 1233.245 524.54 82.43 31 354.8;1 1360.615 514.605 84.63 33.31 352.9;7 1072.17 553.87 98.54 36.38 352.9769
v_2fmgjnh78z_0024,1 16.05 493.275 31.7 31.89 359.2;1 637.225 488.03 86.83 30.34 359.7;1 948.93 367.48 31 85.9 9.8438;1 959.115 223.125 28.67 70.25 3.7;1 972.24 124.83 30.34 81.6 4.5;1 972.59 873.71 28.22 75.64 357.8;1 1016.75 85.79 31.36 88.1 0;1 1048.305 539.38 82.43 31 354.8;1 1032.555 399.6 31.13 83.1 354.9;1 1081.745 990.575 33.07 77.67 29.6;1 1224.82 480.25 83.2 30.6 358.2;1 1258.975 526.595 83.15 33.31 352.9;7 896.135 564.43 91.33 36.38 358.7
v_2fmgjnh78z_0049,1 12.3 490.045 24.5 31.89 359.2;1 637.935 488.11 86.83 30.34 359.7;1 793.275 543.03 76.61 31 0.48;1 904.745 462.33 31.01 82.38 35.94;1 956.97 356.775 28.68 68.57 3.28;1 968.71 212.59 30.34 81.6 2.58;1 981.19 31.76 30.7 63.52 6.7;1 1015.675 193.545 31.35 87.05 0;1 1041.55 544.755 31.14 80.25 359;1 1059.29 1031.065 33.08 77.67 28.88;1 1147.82 534.035 81.46 33.31 356.6;1 1225.52 479.06 83.2 30.6 358.2;7 648.345 564.01 91.33 36.38 358.7
v_2m8zbmtca0_0000,1 114.03 1020.015 87.22 38.65 0;1 915.05 867.855 31.42 79.09 0;1 967.59 812.19 33.74 78.64 0;1 972.55 918.485 31.5 82.19 0;4 1765.42 244.015 87.76 36.09 359.56;5 1698.89 436.285 187.18 51.67 358.5;7 229.425 477.475 91.65 32.15 0;9 363.145 1018.74 41.07 12.14 0;9 936.07 802.43 10.76 34.04 353.1627
v_2m8zbmtca0_0024,1 404.43 1017.38 87.22 38.64 0;1 915.345 868.595 31.41 79.09 0;1 967.335 812.575 33.75 78.65 0;1 972.85 918.19 31.5 82.18 0;4 1188.26 261.925 74.84 34.13 358.9;7 523.37 471.655 83.98 32.15 0;9 612.36 1037.45 38.54 12.14 4.49;9 936.42 803.3 10.76 34.04 354.4569
v_2m8zbmtca0_0049,1 558.98 1013.945 87.22 38.65 0;1 915.655 869.365 31.41 79.09 0;1 967.07 812.97 33.74 78.64 0;1 973.16 917.88 31.5 82.18 0;4 604.45 275.155 73.62 33.63 358.9;7 699.005 470.785 80.47 29.73 0;9 936.785 804.21 10.75 34.04 355.8049
v_2ov4eurzcx_0000,1 513.86 565.57 38.2 86 88.9833;1 559.795 510.605 35.61 88.63 89.4;1 728.195 565.005 35.93 87.89 81.5333;1 879.86 516.29 32.1 84.1 52.0833;1 968.455 952.405 31.29 79.23 5.4;1 995.57 135.82 30.12 78.48 0
v_2ov4eurzcx_0024,1 394.24 561.58 38.2 86 91.9;1 559.885 509.625 35.61 88.63 89.4;1 597.565 570.35 35.93 87.9 87.905;1 761.165 557.09 32.09 84.1 77.805;1 968.775 949.56 31.29 79.24 5.4;1 1001.85 307.625 30.12 78.49 358.875
v_2ov4eurzcx_0049,1 243.34 557.24 38.2 86 91.9;1 475.385 566.85 35.93 87.9 90.6;1 560.04 508.99 35.6 88.62 89.4;1 629.34 567.73 32.1 84.1 89.4684;1 969.115 946.595 31.29 79.23 5.4;1 1014.18 497.7 30.12 78.48 357.5
v_2phx07m2il_0000,none
v_2phx07m2il_0024,1 1658.03 536.485 113.7 48.89 0
v_2phx07m2il_0049,1 1318.97 537.88 113.7 48.88 0
v_2qk0318kkn_0000,1 47.55 516.83 95.1 36.56 0;1 900.56 1057.195 40.3 45.61 0;1 903.23 761.49 40.8 98.32 0;1 904.525 358.31 40.79 86.2 0;1 907.22 518.98 40.9 93.12 0;1 909.26 914.68 40.54 93.52 0;1 909.46 143.58 38.58 89.98 1;1 955.675 230.28 35.11 90.42 0;1 969.18 517.62 36.64 94.1 0;1 976.545 847.75 36.71 89.8 0;1 1435.97 515.67 101.4 44.14 0;1 1515.065 463.7 79.75 36.08 0;1 1661.005 451.39 42.31 92.9 89;1 1777.005 451.55 95.73 39.64 0;1 1783.44 540.12 93 35.54 0;1 1886.68 453.36 40.2 66.56 89.6;1 1908.23 534.985 23.54 38.27 0;1 1909.045 497.18 21.91 37.18 0;2 969.38 987.7 39.86 91.3 0
v_2qk0318kkn_0024,1 350.06 514.97 95.1 36.56 0;1 900.38 1060.5 42.94 39 0;1 902.925 916.96 40.29 93.74 0;1 904.195 495.63 40.81 98.32 0;1 906.405 160.29 40.79 86.2 0;1 907.625 285.51 40.89 93.12 0;1 909.45 34.855 38.58 67.91 1;1 910.55 743.875 40.54 93.51 0;1 966.57 218.69 36.64 94.1 0;1 974.85 1044.925 39.82 70.15 0;1 975.825 726.66 36.71 89.8 0;1 1498.47 516.41 101.4 44.14 0;1 1525.615 462.15 79.75 36.08 0;1 1661.035 451.085 42.31 92.91 89;1 1777.955 451.1 95.73 39.64 0;1 1783.305 540.085 92.99 35.53 0;1 1885.96 453.365 40.2 68.01 89.6;1 1908.555 534.985 22.89 38.27 0;2 967.855 870.205 39.85 91.29 0
v_2qk0318kkn_0049,1 68.6 455.3 98 37.02 0;1 616.48 523.39 95.1 36.56 0;1 898.17 1059.03 39.4 41.94 0;1 901.95 328.31 40.8 98.32 0;1 902.715 758.02 40.29 93.74 0;1 902.39 900.24 37.2 88.5 0;1 904.815 93.13 40.79 86.2 0;1 906.275 206.155 39.71 93.13 0;1 909.87 10.845 38.58 19.87 1;1 940.76 391.295 42.22 89.63 0;1 949.06 1048.275 37.58 63.45 0;1 972.265 915.99 39.83 92.14 0;1 1010.125 568 36.71 89.8 25.475;1 1525.955 462.22 79.75 36.08 0;1 1540.43 513.88 101.4 44.14 0;1 1660.03 450.765 42.32 92.91 89;1 1778.06 450.59 95.74 39.64 0;1 1783.16 540.05 93 35.54 0;1 1884.975 453.37 40.21 69.98 89.6;1 1908.89 534.985 22.22 38.27 0;2 966.41 716.13 39.86 91.3 0
v_2qw29fl407_0000,1 31.725 471.85 63.19 38.36 0;1 131.78 478.33 91.82 41.04 0;1 284.86 481.84 116.44 38.58 0.2;1 487.66 478.57 94 37.06 0;1 541.25 535.13 115.7 41.7 358.7;1 605.285 482.39 99.35 38.98 0;1 750.17 493.17 98.92 44.3 0;1 960.59 542.505 104.72 42.83 0;1 968.84 133.615 90.82 36.47 275.8583;1 977.26 1039.885 32.44 80.17 0;1 1147.335 541.24 37.35 91.82 82.0077;1 1298.77 482.785 93.78 37.27 0;1 1439.21 551.575 34.48 72.29 89.3;1 1719.945 494.505 102.69 40.79 0;1 1721.09 549.83 98.5 36.5 359.6;1 1914.7 495.245 10.6 38.35 0;3 966.355 834.135 40.61 147.21 1.8
v_2qw29fl407_0024,1 38.815 471.85 77.37 38.36 0;1 200.72 481.58 91.82 41.04 0;1 360 482.535 116.44 38.57 0.2;1 593.93 481.625 94 37.07 0;1 647.785 539.03 115.69 41.7 358.7;1 713.015 484.465 99.35 38.99 0;1 967.105 487.66 98.93 44.3 0;1 986.14 953.815 32.44 84.67 0;1 1142.99 547.53 104.72 42.84 0;1 1354.825 544.375 37.35 91.81 88.1;1 1563.09 490.62 93.78 37.28 0;1 1642.2 555.025 34.48 72.29 89.3;1 1898.695 553.37 42.39 36.5 359.6;3 971.49 761.79 40.62 147.2 1.8
v_2qw29fl407_0049,1 134.475 475.38 105.59 38.36 0;1 304.18 480.5 91.82 41.04 0;1 464.95 480.78 116.44 38.58 0.2;1 744.76 538.66 115.7 41.7 358.7;1 734.72 482.415 94 37.07 0;1 885.855 482.135 99.35 38.99 0;1 986.84 938.495 32.44 84.67 0;1 1292.37 487.34 98.92 44.3 0;1 1357.43 549.825 104.72 42.83 0;1 1590.455 527.535 37.35 91.81 82.2;1 1844.88 493.855 93.38 37.27 0;1 1845.15 557.12 34.48 72.3 89.3;3 974.14 702.145 40.62 147.21 1.8
v_2sbpa6ukbw_0000,1 25.76 446.765 51.52 38.87 0;1 127.38 447.345 103.9 37.67 0;1 425.3 443.99 117.06 39.7 0;1 565.605 449.67 96.27 38.92 0;1 564.365 505.03 93.61 35.06 0;1 685.62 444.97 87.3 34.2 0;1 691.08 510.415 92.78 37.97 0;1 795.42 463.295 78.1 37.53 0;1 812.965 517.325 89.43 36.67 0;1 916.73 398.075 42.5 89.27 0.9;1 954.325 169.56 39.25 92.58 0;1 977.465 873.805 38.31 92.13 0;1 1355.655 451.855 89.13 38.15 0;1 1569.655 451.225 89.89 37.97 0;1 1664.085 496.785 93.53 38.31 0;1 1780.395 538.365 92.99 35.53 0;1 1794.01 453.56 91.34 37.02 0;2 232.12 452.545 83.64 33.29 0;4 969.54 666.915 34.8 96.35 5.58;5 900.405 34.63 57.65 69.26 358.2
