Id,Target
v_6uvulemq24_0000,1 1005.405 752.43 38.89 77.6 0;1 1759.48 504.765 95.78 39.03 357.7778
v_6wcpy7t3rr_0000,1 23.65 429.135 47.3 31.13 0;1 60.27 374.98 79.86 31.06 0;1 124.17 115.78 89.38 35.9 0;1 128.1 417.33 95.8 34.8 0;1 227.675 426.92 83.99 29.8 359.7763;1 269.51 1015.11 78.3 29.8 0;1 310.32 372.66 77 34.4 0;1 328.355 428.455 75.89 29.23 0;1 353.83 474.73 70.28 29.2 0;1 385.42 260.23 90.3 35.46 0;1 421.66 418.925 77.62 28.61 0;1 433.96 306.445 72.42 27.19 0;1 485.12 118.78 90.1 32.7 2.4;1 494.585 376.615 68.23 27.85 0;1 507.32 422.7 79.5 30 0;1 518.71 220.51 89.3 29.4 3.4;1 585.62 287.09 88.3 33.9 0;1 610.68 425.61 78.8 30.8 0;1 657.375 475.815 79.79 31.59 1.18;1 783.77 373.99 78.6 33.8 0;1 825.18 528.695 86.1 30.89 51.3786;1 837.79 729.7 71.2 27.5 89;1 956.355 304.63 85.09 33.5 0;1 966.28 807.175 28.4 75.69 358.4;1 1001.42 213.55 77.9 32.5 0;1 1195.44 205.88 82 31.6 0;1 1238.82 400.965 97.16 33.63 5.5;1 1267.91 248.72 81.2 34.2 0;1 1349.6 207.295 84.72 30.31 0;1 1474.245 253.26 99.47 34.2 0;1 1545.18 202.93 90.3 29.72 0;1 1661.5 368.37 78.9 31.8 0;1 1821.97 192.01 87.5 30.5 0;2 1000.83 258 89.5 30.7 357.3;7 10.6 265.915 21.2 42.61 0;7 42.8 475.045 85.6 30.51 0;7 1854.515 238.65 130.97 53.96 0;9 251.72 487.47 48.1 11.68 4.72;9 561.24 462.89 37.1 8.6 0;9 747.12 481.42 39.7 6.9 9.34
v_6wikobtfep_0000,1 954.865 521.34 89.87 40.66 0;1 1003.88 1014.62 41.12 85.94 0;1 1838.695 504.7 94.23 37.64 347.94
v_6xppovrd26_0000,1 1334.605 493.21 94.89 46.04 0
v_6y13ktvjcl_0000,1 80.5 494.125 96.96 36.25 0;1 137.345 549.96 99.71 40.56 0;1 197.08 495.035 100.84 37.61 0;1 335.73 492.805 98.14 37.79 0;1 406.96 548.775 102.02 37.15 0;1 593.895 489.125 102.01 40.55 0;1 663.375 548.145 93.65 37.87 359.5;1 781.18 480.375 102.02 40.55 350.2;1 938.12 496.53 82.46 40.56 0;1 972.525 706.645 95.63 34.47 273.1615;1 960.03 852.16 33.1 89.3 0;1 1062.785 568.89 89.17 30.66 334.9333;1 1416.475 557.705 95.63 34.47 0;1 1423.075 493.345 95.63 34.47 0;1 1751.92 553.825 93 34.47 0;1 1818.165 505.115 88.75 34.47 0;3 871.765 561.2 54.51 190.62 90;3 972.68 90.635 59.12 179.73 0.8;9 1263.925 570.835 12.71 35.53 90.3143
v_6y2osvnt33_0000,1 837.86 517.625 94.88 44.65 21.2
v_6yirhqbjkd_0000,1 1005.08 784.97 43.28 95 0
v_6yn2lb9fc6_0000,1 1856.515 499.025 91.19 38.71 347.7
v_6zh07uddes_0000,1 581.69 446.4 87.3 34.2 0;1 651.045 516.995 88.51 39.59 0;1 668.075 471.265 76.75 37.53 0;1 766.92 468.79 91.5 38.84 0;1 886.76 718.755 37 93.25 0;1 889.535 49.955 37.67 89.11 0;1 897.575 901.52 40.07 92.5 0;1 894.95 453.325 34.66 84.81 0;1 901.24 1055.32 37.76 49.36 0;1 955.17 279.83 36.58 90.18 0;1 957.1 12.56 37.76 22.24 0;1 959.36 859.725 37.04 96.73 0;1 960.885 667.7 34.75 90.7 0;1 965.37 506.85 34.84 89.7 0;1 1096.46 453.515 92.4 38.15 0;1 1196.07 455.285 89.62 37.97 0;1 1306.405 458.99 87.51 37.02 0;1 1413.32 527.22 93.48 36.56 0;1 1408.085 464.575 36.71 87.27 90.1;1 1528.81 462.89 79.74 36.08 0;1 1553.955 514.09 101.39 44.14 0;1 1671.735 449.58 42.31 94.1 89;1 1781.085 450.67 95.73 39.64 0;1 1781.745 539.695 92.99 35.53 0;1 1886.025 453.745 40.21 68.03 89.6;1 1912.26 534.985 15.48 38.27 0;4 967.17 1032.03 40.3 95.94 0;9 1696.62 522.78 13.68 42.96 70.1
v_72rhp26ocv_0000,1 847.25 493.72 101.2 34.4 0;1 1305.915 592.685 101.99 39.09 12.3;1 1559.475 506.34 97.33 35.52 0;1 1894.4 503.995 51.2 39.49 0;9 1672.14 468.12 46.8 13.5 0
v_77dr9lsqpd_0000,1 43.785 523.66 82.49 42.4 357.2
v_78pyb8w7m2_0000,9 616.865 533.865 43.35 17.21 359.4
v_7a02wcioqx_0000,1 525.56 532.4 90.74 42.72 13.8857;1 997.345 704.62 39.19 91.32 356.4;1 1216.455 528.49 75.15 37.04 1.1;1 1775.94 527.075 104.76 37.85 353.6;9 1477.765 504.85 51.99 14.92 0.5
v_7d29jccltt_0000,1 287.695 615.98 35.71 77.8 89.36;1 747.295 527.625 86.07 36.23 357.82;1 937.79 454.22 37.9 81.88 28.34;1 971.155 547.48 85.89 35.9 355.46;1 961.62 48.47 40.46 96.5 0;1 969.91 334.08 38.36 87.84 14.18;1 1000.025 90.37 34.59 87.3 4.74;1 1021.27 207.02 37.2 88.52 358.66;1 1191.74 513.17 90.14 37.46 0.5;1 1331.24 525.47 92.12 34.38 358.6;1 1342.56 472.05 90.22 37.5 0;1 1453.62 511.49 91.78 38.38 355.2;9 1271.44 554.47 41.72 10.74 358.9;9 1358.5 550.08 44.26 12.72 358.5
v_7dqgo9sa74_0000,1 356.95 515.19 97.2 37.62 0;1 972.83 730.08 38.54 89.84 1.8;1 1881.885 601.855 36.85 70.21 92.8;4 1462.885 475.715 85.17 34.97 0;5 686.15 524.485 166.3 51.05 0
v_7g4mkufzih_0000,1 155.9 466.32 107.3 40.68 0;1 390.86 466.325 87.06 36.37 0;1 641.74 466.43 89.1 38.96 0;1 834.4 460.17 97.52 38.46 0;1 884.825 523.415 95.37 41.73 0;1 903.02 719.96 34.6 90.82 0;1 909.505 620.135 37.49 90.19 0;1 913.99 856.765 38.78 89.59 0;1 966.48 468.08 36.18 86.56 0;1 972.445 742.205 36.91 98.39 0;1 1170.015 451.725 89.77 38.21 0;1 1336.655 458.005 92.93 35.77 0;1 1780.495 535.94 91.29 35.54 0;1 1868.12 496.295 37.44 87.41 95.9;1 1902.505 454.72 34.99 38.4 0;9 803.495 508.815 38.81 13.21 0;9 1019.175 550.98 14.49 34.7 13.3;9 1718.4 501.5 41.34 10.96 0
v_7gbug1o4wk_0000,none
v_7i1fjv48fj_0000,1 29.665 470.555 59.33 35.01 2.4;1 965.78 45.185 40.84 90.37 0;1 994.415 297.775 38.05 93.91 7.8286;1 1170.515 544.825 90.11 36.99 345.6714;1 1224.94 476.61 95.18 36.4 0.3;1 1330.415 515.25 95.89 35.4 352.8
v_7in5htlyq9_0000,1 69.355 540.475 101.99 39.09 0;1 415.58 541.52 98.98 37.22 0;1 720.23 486.72 96.2 39.22 0;1 1026.26 485.895 92.78 35.21 0;1 1315.18 546.86 89.2 34.36 0;1 1811.13 564.695 35.9 92.73 89.9;9 503.32 471.665 53.12 17.83 0
v_7jbdkc75qp_0000,1 632.595 504.635 77.47 30.43 0;1 747.805 506.97 83.43 34.52 358.98;1 838.11 805.85 71.88 29.36 161.2;1 894.145 144.18 77.49 33.16 325.78;1 1005.63 1019.26 32.08 71.8 0;1 1018.895 927.35 34.17 83.4 0;1 1057.905 908.86 34.95 83.2 0;1 1293.835 433.195 78.45 31.99 1.4;1 1655.45 432.245 78.52 32.85 357.6;1 1885.05 491.96 69.9 32.08 2.6;3 446.425 513.975 92.05 34.69 0;4 1062.83 1011.79 31.94 75.76 0;4 1171.895 556.805 98.37 36.23 1.1;7 557.435 452.92 128.67 43.48 0;7 880.14 500.005 153.02 55.03 26.74;8 1556.025 403.51 51.93 26.7 0;9 936.35 887.205 42.56 13.43 90.3;9 1382.905 503.91 44.79 14.08 359.6
v_7jzbx1kbyd_0000,1 970.01 47.98 42.52 95.96 0;1 1019.315 123.25 33.51 86.4 1.72;1 1227.63 511.365 88.48 36.17 359.04;1 1457.11 498.37 95.18 36.4 8.8;1 1599.75 489.73 90.34 36.52 358.68;9 1147.03 584.065 12.8 37.97 278.58
v_7q5pi9me7t_0000,1 588.7 524.665 108.12 38.31 354.1;7 258.205 512.245 40.79 106.29 268.86
v_7qghrkf045_0000,1 104.15 590.285 28.76 83.29 129.7115;1 423.885 500.225 32.27 79.61 90.2;1 598.13 511.815 30.1 72.13 90;1 748.75 521.95 33.14 86.94 85.1846;1 909.315 511.81 84.19 29.74 357.5;1 986.99 312.12 28.52 76.76 9.4231;1 992.395 1015.375 35.49 82.69 2.8;1 997.9 470.52 28.92 67.6 0;1 1349.62 512.885 83.98 30.05 359.61;9 1380.38 467.075 40.18 13.43 0
v_7qvjj6293d_0000,1 28.35 308.25 56.7 33.5 0;1 29.4 429.135 58.8 31.13 0;1 33.33 476.13 66.54 26.1 0;1 130.72 419.69 95.8 34.8 0;1 151.11 374.16 82.4 28.6 0;1 239.195 422.74 83.99 29.8 348.5;1 333.1 431.35 75.9 29.24 0;1 423.025 225.6 77.91 32.5 0;1 456.13 420.78 77.62 28.62 0;1 509.135 374.16 80.43 31.06 0;1 518.94 264.94 81.2 34.2 0;1 585.86 425.79 79.5 30 0;1 649.445 1002.37 71.55 32.22 0;1 732.41 147.49 82 31.6 13.3;1 744.5 468.82 70.28 29.2 3.2;1 809.86 263.08 99.48 34.2 0;1 813.78 425.31 78.8 30.8 0;1 833 912.635 86.1 30.89 88.9;1 874.98 215.25 84.72 30.32 0;1 890.23 376.16 77 34.4 0;1 963.705 481.755 79.79 31.59 358.7;1 966.2 809.545 28.4 75.69 358.4;1 1077.38 238.01 90.3 29.72 354.5;1 1084.38 378.6 68.24 27.84 0;1 1422.54 197.84 87.5 30.5 0;1 1535.96 371.92 78.6 33.8 0;1 1653.31 199.73 83.1 32.84 0;1 1900.54 193.76 38.68 28.7 0;2 33.5 236.38 67 30.7 359.9;7 411.81 479.165 115.82 30.51 0;7 1417.925 251.47 201.09 53.96 0;9 132.84 472.24 44.4 7.3 350.7;9 329.43 456.91 39.9 9.3 0;9 405.965 1022.64 43.85 11.6 357.1;9 632.54 489.125 48.1 11.69 358;9 835.75 689.31 39.7 6.9 91.6;9 1176.09 454.05 37.1 8.6 0
v_7sg36mgmvg_0000,1 37.07 519.9 74.14 36.64 8.8;1 359.31 486.015 108.2 42.15 0;1 385.515 542.285 97.89 37.53 356.97;1 545.41 487.44 96.66 38.86 0;1 696.615 494.475 97.71 40.51 0;1 795.675 549.55 91.51 36.24 0.8;1 803.105 490.815 95.23 41.05 0;1 926.845 545.795 92.07 37.35 359.8;1 915.215 1047.58 39.73 64.84 0;1 1048.03 532.33 36.54 82.96 34.2;1 1145.69 539.545 88.52 35.39 359.7;1 1141.97 493.335 36.84 87.81 81.6;1 1239.8 491.775 84.84 37.65 2;1 1263.235 562.67 87.81 37.8 0.9;1 1359.2 497.865 91.08 38.09 357.9;1 1368.45 447.095 95.16 41.45 358.1;1 1371.615 545.475 40.25 87.67 90.9;1 1462.49 494.63 91.68 38.98 358.5;1 1569.92 485.6 103.8 42.34 359.8;1 1630.035 530.325 89.95 37.17 356.3;1 1731.955 492.21 90.19 40 0;1 1836.57 489.785 91.6 37.21 359.5;4 211.88 481.86 122.08 40.44 0;4 1505.14 545.95 97.94 36.12 359;5 988.085 936.46 65.67 287.08 0;7 954.255 491.67 102.35 39.4 0;9 1252.055 530.855 39.53 10.39 335.56
v_7si28cgmnh_0000,1 31.4 502.87 62.8 32.76 0;1 366.365 521.025 96.73 37.47 0;1 690.865 436.585 91.63 36.53 0;1 1026.605 603.045 36.85 87.73 30.85;1 1121.715 474.515 88.81 35.61 0;1 1204.83 525.765 87.84 36.69 0;8 1260.53 450.165 55.34 26.85 0
v_7vd090hzf7_0000,1 36.09 76.39 69.92 34.76 0;1 843.6 997.71 69.66 30.88 90.7;1 914.495 866.355 31.41 79.09 0;1 966.98 810.895 33.74 78.65 0;1 972.07 917.065 31.5 82.19 0;5 1094.74 454.44 164.16 49.88 0;9 935.395 801.15 10.75 34.04 352.3
v_7w01qhnnsk_0000,1 480.535 88.885 78.19 27.59 2.6;1 746.61 412.5 85.4 34.4 0;1 845.68 1065.505 29.68 27.93 90.9;1 919.315 840.62 28.47 75.5 0;1 972.825 855.33 30.65 71.64 0;1 972.925 955.85 30.63 77.46 0;1 1212.55 409.665 80.52 28.35 0;1 1731.525 406.72 66.63 27.58 0;2 637.45 460.335 102.82 34.19 0;7 581.63 360.69 110 34.38 0;7 921.905 979.64 35.31 131.6 0;7 974.71 1065.675 34.9 28.31 0
v_7x308d58h6_0000,1 12.77 529.37 25.54 11.14 89.8;1 188.125 518.725 85.79 35.09 0.58;1 339.795 562.205 86.09 34.91 1.2;1 512.255 560.455 36.97 86.89 89.21;1 774.205 557.745 74.19 32.39 358.5;1 950.205 840.205 84.11 34.69 277.4;1 937.275 269.76 37.21 84.8 0;1 945.015 1059.72 42.25 35.92 270;1 952.515 956.315 40.57 95.51 0;1 999.58 1066.995 36.54 25.93 359.4;1 1002 950.215 35.04 86.77 0.9;1 1061.82 530.675 83.42 36.69 351.9;1 1494.275 533.745 97.29 39.79 0;1 1795.37 488.735 92.18 36.61 0;1 1860.945 535.105 95.11 36.49 0;4 1004.81 667.52 82.4 38.2 301.05;9 897.15 248.645 13.9 44.61 0;9 956.64 427.045 12.76 44.67 359.7;9 983.045 161.55 15.59 47.4 0
v_7xutp1mkyr_0000,1 5.915 376.01 11.83 33.2 0;1 30.35 413.3 60.7 30.9 0;1 78.645 452.51 82.29 31.9 0;1 191.76 409.35 74.1 30 0;1 243.49 464.56 76.5 28.9 0;1 321.665 409.92 82.19 31.5 0;1 397.29 466.06 79.1 29.8 0;1 526.68 467.015 84.9 30.47 0;1 593.28 295.55 79.1 29.1 0;1 697.21 202.01 74.1 27.9 358.9333;1 717.95 93.54 83 35 356.9;1 793.985 488.54 85.59 29.1 24.42;1 797.78 294.895 84.4 30.43 0;1 811.13 364.81 79.8 28.78 0;1 847.315 617.2 77.53 30.12 82.5667;1 923.56 1050.3 28.7 59.4 0;1 980.305 367.2 77.05 29.7 0;1 970.035 894.165 31.07 70.19 0;1 1125.67 294.595 85.7 33.51 0;1 1155.6 411.96 81.8 31 0;1 1323.54 194.91 82.3 33.2 0;1 1340.45 242.46 84.8 32.8 0;1 1473.34 193.09 79.4 30.6 0;1 1570.3 239.03 83.1 33.8 0;1 1583.95 184.035 74.8 34.97 358.2667;1 1619.01 287.54 85.9 32.8 0;1 1692.015 231.855 80.09 32.53 0;1 1797.335 279.615 97.43 36.81 0;1 1900.67 275.575 38.66 28.93 0;1 1903.225 181.615 33.55 34.79 0;2 495.665 119.8 85.07 26.8 358.3;2 505.43 413.09 98.7 30.3 359.7;2 1167.39 193.05 106.5 40.5 0;2 1397.485 288.455 81.63 32.15 0;2 1806.78 181.45 103.84 31.4 0;7 692.76 418.92 122.74 43.22 4.4;7 889.675 102.585 97.07 35.17 359.1;7 920.52 238.915 123.5 35.59 0;7 1117.25 234.765 114.42 33.07 0;9 129.93 289.33 44.04 12.5 357.3;9 154.53 471.93 40 8.2 354.4071;9 450.09 66.79 31.4 7.5 358.7333;9 526.12 359.47 45 10.5 0;9 620.28 449.18 42.64 9.2 4.56;9 1437.56 432.78 39.1 9.5 356.1;9 1597.1 363.17 40.8 11.7 0;9 1659.86 183.44 38.5 11.5 354.1514
v_7zs7ujez77_0000,1 13.55 544.58 26.5 32 0.8;1 519.79 551.55 31.7 86.54 87.9333;1 560.835 495.795 35.61 88.63 89.4;1 730.98 553.95 81.86 31.14 356.7
v_7zsxx5w32v_0000,1 419.11 517.755 35 83.87 89.4;1 571.77 574.99 82.84 34.12 359.42;1 612.805 519.025 85.13 34.29 358.4;1 837.725 507.385 35.13 83.57 55.34;1 935.87 974.79 79.42 33.94 269.8;1 933.345 114.33 38.47 86.82 0;1 978.705 812.09 85.53 34.34 270.2;1 982.705 917.275 75.95 33.25 270.3;1 977.375 1038.98 34.45 80.32 359.9;1 984.135 616.11 33.87 87.4 0;1 987.715 240.335 37.11 89.17 0;1 1055.79 556.86 73.04 32.74 340.7;1 1051.99 1069.325 46.42 21.35 0;1 1244.505 536.25 92.45 36.12 354.72;7 255.935 560.545 56.33 179.65 90.3;9 194.24 451.98 11.76 38.22 127.2;9 866.62 617.075 13.96 39.95 300.05
v_80gl7l4gow_0000,1 128.5 492.96 89.98 39.34 0;1 223.89 541.265 37.2 86.13 88.85;1 385.635 561.235 33.01 83.23 89.4;1 836.59 506.91 35.3 85.6 55.45;1 933.3 337.175 36.4 83.37 0;1 994.66 696.305 102.24 35.77 287.95;1 1000.94 1038.775 35.5 82.45 0;1 1199.975 534.305 84.37 37.21 353.8833;1 1315.78 515.405 86.84 35.15 0;1 1418.535 505.125 91.21 36.95 0;1 1804.53 513.945 101.08 38.59 0;4 986.295 494.145 32.69 82.03 0
v_80qrrv8mvb_0000,1 434.55 1017.125 77.74 35.87 0;1 907.33 896.33 38.18 86.5 0;1 915.745 1018.67 32.35 77.3 0;1 960.84 984.435 33.82 76.87 0;1 961.615 844.56 35.25 85.9 0;7 1421.595 441.405 173.91 49.81 0
v_80tjq1h429_0000,none
v_82l4ut1dxp_0000,1 633.215 487.35 86.83 30.34 359.7;1 953.11 513.08 33.4 85.4 10.2429;1 991.86 175.81 32.4 83.9 0;1 999.59 560.09 32.52 83.6 3.8;1 1014.47 11.485 31.5 22.83 0;1 1046.85 665.365 85.6 31.89 291.41;1 1414.65 503.41 88.8 30.46 0
v_83ejx1er6e_0000,1 342.715 516.445 97.99 37.63 0;1 418.545 448.45 106.99 40.44 0;1 771.36 471.585 95.32 35.87 0
v_856x3vz6nf_0000,1 510.69 493.325 96.24 38.79 0;1 732.195 504.87 98.89 38 0;1 904.405 721.81 33.45 86.86 0;1 906.885 596.17 38.15 89.8 0;1 908.51 873.25 38.1 92.76 0;1 908.08 1040.05 35.62 79.9 0;1 975.265 511.9 101.99 39.06 0;1 971.61 612.405 38.54 100.91 0;1 973.4 139.86 34.5 89.6 0;1 976.185 944.18 34.97 93.3 0;1 980.98 767.83 29.6 66.8 0;1 1518.24 547.55 94.2 38.1 0;1 1551.325 504.095 93.21 37.35 358.2;1 1640.73 550.82 105.08 39.3 0;1 1654.285 501.47 89.05 36.18 0;1 1760.795 552.21 101.91 37.74 0.1;1 1799.92 496.03 101.1 36.24 359.1;1 1867.26 561.91 96.3 32.62 0;1 1894.775 491.115 50.45 36.25 0;9 1755.08 468.52 11.4 45.6 86.9
v_86musp73ib_0000,1 840.11 519.81 112.76 60.76 18.9;1 1042.28 539.955 104.66 50.23 0;1 1012.28 851.12 44.66 94.88 0;1 1252.28 493.91 92.1 53.02 0
v_86usi02dqp_0000,none
v_884t99ixr1_0000,1 969.795 446.21 42.39 91.1 0;1 1836.155 530.08 89.61 39.56 0;8 1677.65 467.585 59.04 27.37 0
v_893vfcubr4_0000,1 577.945 479.87 95.09 33.9 356.812;1 686.89 520.73 90.6 38.2 0;1 1002.1 118.875 30.12 82.07 356.3;1 1154.11 490.705 90.9 37.61 0;1 1665.46 585.46 86.3 35.6 13.9
v_89g16tb1o3_0000,1 8.82 301.475 17.56 31.47 0;1 448.58 372.315 75.82 28.03 0;1 466.86 264.88 26.86 76.72 274.6667;1 675.6 412.085 65.86 26.19 0;1 695.005 262.73 26.87 76.72 278.9556;1 836.13 337.79 26.86 68.62 327.1444;1 883.445 231.75 30.25 76.72 331.5444;1 895.195 476.69 26.87 76.72 349.3778;1 920.34 1065.3 30.7 29.4 0;1 924.135 876.95 28.15 71.48 0;1 930.155 421.865 26.87 76.73 353.8;1 968.12 708.98 33.36 79.4 0;1 969.925 977.26 29.21 79.7 0;1 1041.405 515.88 26.87 76.72 42.1333;7 485.995 93.8 49.27 158.32 270.7647;9 631.305 469.05 37.15 10.3 2.2167
v_8cmfm0ydqu_0000,1 125.12 109.15 76.24 35.34 0.5;1 395.105 291.06 78.79 34.36 0;1 847.405 810.04 71.89 29.36 152.764;1 909.325 858.97 79.95 32.94 91.8;1 939.38 950.445 68.02 31.21 92.06;1 1016.495 1026.615 31.45 86.25 0;1 1016.9 912.515 26.8 75.87 0;1 1063.21 1007.435 32.6 83.49 0;1 1062.505 906.85 29.85 87.18 0;1 1544.235 780.675 82.15 33.83 4.2;1 1604.725 347.665 101.21 34.97 0;1 1835.525 297.095 89.59 35.27 0
v_8d0rof4trx_0000,1 1415.005 615.275 101.99 39.09 1.4;8 618.98 457.72 67.94 27.12 356.6
v_8gjlvx2xkh_0000,1 171.25 463.47 100.66 37.02 0;1 640.505 459.91 95.33 37.02 0;1 854.095 520.38 93.47 36.56 0;1 892.755 942.98 43.67 99.22 0;1 903.1 732.34 39.4 97.04 0;1 906.09 218.435 40.8 98.33 0;1 905.38 620.36 37.2 88.5 0;1 917.945 22.99 39.51 45.98 0;1 945.995 338.195 40.29 89.61 9.2;1 957.87 757.945 37.58 83.69 0;1 965.445 1029.37 37.75 92.34 0;1 972.815 564.505 39.83 92.61 0;1 1312.285 464.26 36.71 89.8 90.1;1 1526.645 462.35 79.75 36.08 0;1 1545.545 513.69 101.39 44.14 0;1 1670.425 448.815 42.31 92.91 89;1 1778.27 449.54 95.74 39.64 0;1 1782.875 539.975 92.99 35.53 0;1 1885.235 451.355 40.21 69.97 89.6;1 1909.575 534.985 20.85 38.27 0;2 967.51 169.74 39.86 91.3 0;9 922.085 1046.655 11.83 31.49 0
v_8gkbjfddmn_0000,1 112.94 539.22 99.5 41.6 0;1 239.535 490.81 112.55 37.4 0;1 451.98 482.935 88.88 35.15 0;1 675.615 542.83 89.77 36.6 0;1 692.84 485.825 93.98 39.57 0;1 844.53 538.75 85.1 34.36 0;1 917.65 766.22 39 96.7 0;1 918.45 907.035 39.2 111.51 0;1 922.775 430.495 38.59 90.29 358.8;1 983.94 725.77 35.74 91.64 0;1 985.51 486.215 36.66 89.73 358.88;1 990.94 946.29 37.82 79.4 0;1 1113.28 473.285 88.42 37.75 0.7;1 1190.605 529.315 87.63 36.11 3.52;1 1242.31 478.37 91 38.04 359.9;1 1371.725 494.895 87.15 38.05 358.8;1 1395.845 542.67 106.65 40.74 359.1;1 1489.74 486.405 42.36 91.15 87.6208;1 1617.23 487.415 36.56 93.41 89.1;1 1660.445 545.085 87.85 39.25 358.7;1 1746.265 479.265 97.69 39.93 359.8;1 1891.53 487.84 44.44 87.74 88.7;4 453.525 541.825 137.97 46.71 0.6;4 981.59 827.3 36.38 96.52 0;7 902.21 1021.315 45.52 117.37 0;9 1371.535 575.185 38.25 11.07 3.22
v_8jl1tfoqar_0000,1 22.7 475.99 45.4 35.16 0;1 348.175 489.61 97.83 36.4 0;1 451.905 536.93 97.63 35.5 0;1 547.88 487.03 93.04 36.2 0;1 702.635 479.82 105.59 38.36 0;1 720.045 539.95 92.43 35.9 0.4;1 925.605 538.725 99.47 37.67 0;1 925.4 484.225 91.82 41.05 0;1 940.63 246.525 116.44 38.57 273.4;1 947.865 745.26 37.81 87.6 5.4;1 985.97 936.805 32.44 84.67 0;1 1705.12 501.475 115.7 41.71 355.2;1 1917.2 557.03 5.6 38.98 0.8;3 981.615 31.655 40.61 63.09 0
v_8jv6dun7ud_0000,1 12.49 560.55 24.98 11.66 88.7;1 396.3 541.875 84.26 37.09 359.8;1 931.19 306.37 35 85.64 355.95;1 932.135 154.035 35.13 83.57 0;1 940.68 942.46 35.58 83.26 358.8;1 943.045 699.01 33.11 83.72 7.64;1 955.195 1063.125 35.51 33.75 4.8;1 988.66 729.665 75.94 33.25 281.23;1 978.815 894.145 34.61 83.31 357.5;1 1023.015 610.63 85.53 34.34 318.41;1 1105.575 508.315 77.07 33.93 351.27;1 1225.79 537.085 86.74 35.13 359.23;1 1352.445 493.31 90.11 34.3 0;1 1617.965 518.915 79.27 33.47 0;7 893.93 453.715 56.32 159.45 24.32;9 194.24 451.98 11.76 38.22 127.2
v_8l3pjgmlfr_0000,1 19.525 457.625 39.05 33.11 0;1 30.69 503.73 61.38 34.7 0;1 88.22 455.39 79.2 31.28 0;1 158.01 502.105 89.9 34.15 0;1 178.21 452.725 84.4 34.01 0;1 286.515 453.29 79.53 31 0;1 325.36 503.995 83.5 34.77 0;1 368.91 457.72 79.12 32.22 0;1 384.07 407.305 91.4 36.29 0;1 416.605 510.72 83.85 30.98 0;1 468.72 464.155 80.02 30.31 0;1 505.23 408.905 79.9 32.87 0;1 521.495 513.25 82.11 31.06 0;1 594.715 466.115 82.07 32.45 0;1 612.51 410.895 95.66 33.61 0;1 633.945 510.65 90.01 31.72 0;1 709.315 467.265 80.25 34.77 0;1 736.63 415.135 78.56 33.17 0;1 771.21 503.84 71.88 29.36 353.1;1 1218.465 295.575 72.43 33.11 359.2;1 1264.37 341.325 80.1 34.15 0;1 1305.43 296.33 79 31.72 0;1 1393.15 293.535 79.9 32.23 0;1 1395.975 338.405 84.37 32.41 0;1 1511.87 292.11 108.78 37.8 0;1 1503.43 244.09 84.92 34.98 0;1 1504.295 339.415 85.99 35.21 359.2;1 1610.64 340.775 88.68 35.53 0;1 1645.815 235.795 103.05 39.01 0;1 1717.49 342.555 91.98 31.79 0;4 42.985 411.28 85.97 39.78 0;4 156.845 405.105 84.13 30.83 0;4 262.665 408.575 89.35 32.53 0;5 1361.115 241.885 175.03 54.13 0;5 1821.325 234.1 197.35 50.88 0;7 962.215 346.98 31.67 89.96 337.13;7 1765.455 289.62 305.05 51.28 0;7 1853.185 339.4 133.63 41.42 0;9 250.9 508.85 40.8 12.54 359.6;9 364.505 529.855 44.27 14.31 0;9 579.855 523.28 37.71 13.32 48.9899;9 777.22 445.3 38.18 12.24 12.2743;9 781.065 475.11 35.53 14.8 359.3;9 803.345 391.515 44.29 16.05 0.5;9 806.41 440.25 39.28 11.24 353.3;9 1211.46 246.055 47.92 19.85 359.6;9 1425.32 316.405 46 16.27 0
v_8mf2c7lt88_0000,1 9.445 533.335 18.89 36.21 0;1 98.445 491.95 89.97 39.34 0;1 341.03 552.145 34.76 83.37 89.1;1 938.53 798.005 86.04 36.09 270.8;1 946.305 1033.975 82.23 34.97 269.2;1 939.14 194.665 37.3 88.69 0;1 943.54 901.51 33.98 89.66 0;1 993.245 953.88 86.43 38.9 270.4;1 1001.02 729.9 89.76 39.28 275;1 991.84 847.535 34.22 87.51 0;1 998.09 215.94 37.7 88.56 0;1 1065.94 577.84 87.14 35.36 335.2;1 1118.555 506.76 89.23 40 359.38;1 1497.225 540.01 93.75 38.04 358.3;1 1726.995 566 98.15 37.56 356.7;1 1779.62 509.03 88.76 34.76 0;7 996.155 612.43 42.17 103.16 355.3;9 899.305 308.76 13.89 39.38 0;9 916.1 282.415 13.06 39.91 354.7333
v_8nk1jm8uys_0000,1 245.315 519.65 110.37 38.1 0
v_8npa3vufqw_0000,1 7.575 544.57 15.15 35.86 354.7;1 163.395 550.545 89.43 39.71 357.6;1 383.21 534.475 85.98 32.83 356.8;1 976.055 1001.48 33.21 86.92 0.8;1 988.735 241.17 37.13 87.2 3.6;1 990.66 406.51 37.4 83.46 0;1 1021.075 833.075 36.39 87.57 0;1 1304.645 510.305 93.69 36.19 0;1 1738.83 484.46 90.34 36.52 0;9 1046.77 269.35 12.8 40.78 0
v_8o5bv9l6le_0000,1 799.765 511.765 105.11 45.99 0
v_8pihfsoz2l_0000,1 210.755 516.01 94.25 36.4 0;1 882.755 553.22 92.55 35.74 314.1333;1 1013.14 712.545 33.6 92.21 16.7286;1 1199.86 513.62 97.18 39.96 2.4;1 1750.37 492.55 102.1 36.1 0;1 1829.75 564.36 97.08 37.4 1.7
