image_id,clip_id,class_id,class_name,cx,cy,width,height,angle,area_px,area_ratio,out_of_bounds
v_9d4epmynqo_0011,v_9d4epmynqo,2,van,890.435,369.75,103.93,31.7,359.2,3294.581,0.0015888218557098767,0
v_9d4epmynqo_0011,v_9d4epmynqo,2,van,1038.23,196.715,103.84,31.41,359.8,3261.6144,0.001572923611111111,0
v_9d4epmynqo_0011,v_9d4epmynqo,2,van,1739.01,423.67,98.7,30.3,359.1,2990.61,0.0014422309027777777,0
v_9d4epmynqo_0011,v_9d4epmynqo,7,truck,455.37,410.76,115.34,32.8,0.0,3783.1519999999996,0.0018244367283950615,0
v_9d4epmynqo_0011,v_9d4epmynqo,7,truck,845.96,863.615,122.74,43.21,90.8,5303.5954,0.002557675250771605,0
v_9d4epmynqo_0011,v_9d4epmynqo,7,truck,1003.325,244.965,171.15,48.57,0.0,8312.755500000001,0.004008851996527779,0
v_9d4epmynqo_0011,v_9d4epmynqo,9,motorcycle,455.99,462.85,39.6,12.7,0.0,502.92,0.00024253472222222222,0
v_9d4epmynqo_0011,v_9d4epmynqo,9,motorcycle,654.39,464.14,40.0,8.2,358.16,328.0,0.00015817901234567902,0
v_9d4epmynqo_0011,v_9d4epmynqo,9,motorcycle,869.565,193.41,38.51,11.5,354.4,442.86499999999995,0.00021357301311728392,0
v_9kc7xo3jmn_0008,v_9kc7xo3jmn,1,car,272.295,523.8,38.89,77.6,268.93,3017.864,0.0014553742283950617,0
v_9kc7xo3jmn_0008,v_9kc7xo3jmn,1,car,1093.71,494.145,95.78,39.03,0.0,3738.2934,0.0018028035300925926,0
v_9kc7xo3jmn_0008,v_9kc7xo3jmn,1,car,1174.195,546.995,91.35,34.89,358.5,3187.2014999999997,0.0015370377604166665,0
v_9kc7xo3jmn_0008,v_9kc7xo3jmn,9,motorcycle,1008.21,555.755,49.38,17.39,356.9,858.7182,0.0004141195023148148,0
v_9mpk7r4b5j_0040,v_9mpk7r4b5j,9,motorcycle,1223.085,491.22,51.65,16.6,0.5,857.3900000000001,0.00041347897376543217,0
v_9n7j8m0pig_0000,v_9n7j8m0pig,1,car,63.16,467.24,95.3,37.84,0.0,3606.152,0.0017390779320987655,0
v_9n7j8m0pig_0000,v_9n7j8m0pig,1,car,922.385,864.465,39.97,91.25,0.0,3647.2625,0.0017589035976080245,0
v_9n7j8m0pig_0000,v_9n7j8m0pig,1,car,1888.995,462.145,62.01,39.19,0.0,2430.1719,0.0011719578993055555,0
v_9n7j8m0pig_0000,v_9n7j8m0pig,9,motorcycle,171.66,519.33,45.3,12.8,0.0,579.84,0.0002796296296296296,0
v_9n7j8m0pig_0000,v_9n7j8m0pig,9,motorcycle,1393.33,515.975,41.52,13.73,0.7,570.0696,0.00027491782407407407,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,169.285,560.015,97.89,37.53,0.8,3673.8117,0.0017717070312500002,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,333.8,484.205,108.2,42.15,0.0,4560.63,0.0021993778935185185,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,454.865,484.06,98.63,38.86,0.0,3832.7617999999998,0.0018483612075617282,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,578.985,494.265,97.71,40.51,0.0,3958.2320999999997,0.0019088696469907406,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,679.755,488.63,101.41,41.06,0.0,4163.8946000000005,0.0020080510223765436,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,701.995,547.55,91.51,36.24,0.8,3316.3224000000005,0.0015993067129629632,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,806.045,543.425,92.07,37.35,1.7,3438.8145,0.00165837890625,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,920.15,229.17,36.94,76.84,0.0,2838.4696,0.0013688607253086419,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,928.66,512.015,37.98,93.37,0.0,3546.1926,0.0017101623263888889,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,979.13,705.765,40.68,97.67,0.0,3973.2156,0.001916095486111111,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1046.18,529.46,36.54,82.96,34.2,3031.3583999999996,0.0014618819444444443,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1145.555,538.155,88.51,35.39,359.7,3132.3689000000004,0.001510594569830247,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1141.09,490.82,36.84,87.82,81.6,3235.2888000000003,0.0015602280092592595,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1239.63,489.355,84.64,37.65,2.0,3186.696,0.0015367939814814814,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1262.445,560.82,87.81,37.8,0.9,3319.218,0.001600703125,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1359.2,496.145,91.08,38.09,357.9,3469.2372,0.0016730503472222223,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1367.62,444.76,95.16,41.46,358.1,3945.3336,0.0019026493055555554,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1372.585,542.695,40.25,87.67,90.9,3528.7175,0.001701734905478395,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1462.99,492.69,91.68,38.98,358.5,3573.6864,0.0017234212962962962,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1569.63,483.535,103.8,42.33,359.8,4393.853999999999,0.0021189496527777773,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1630.155,528.0,89.95,37.18,356.3,3344.341,0.0016128187692901234,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1729.825,489.3,90.19,40.0,0.0,3607.6,0.0017397762345679013,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,1,car,1836.98,487.94,91.6,37.2,359.5,3407.52,0.001643287037037037,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,4,minibus,206.44,479.415,122.08,40.43,0.0,4935.6944,0.0023802538580246914,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,4,minibus,1506.275,543.13,97.95,36.12,359.0,3537.9539999999997,0.001706189236111111,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,7,truck,823.915,489.18,106.47,39.4,0.0,4194.918,0.0020230121527777777,0
v_9v4lxizqv8_0004,v_9v4lxizqv8,9,motorcycle,634.66,575.4,39.54,10.4,1.9,411.216,0.00019831018518518518,0
v_9xqv3vbd2n_0019,v_9xqv3vbd2n,8,mototaxi,1896.28,495.795,47.28,22.55,0.0,1066.164,0.0005141608796296296,0
v_9xqv3vbd2n_0019,v_9xqv3vbd2n,9,motorcycle,956.105,502.28,51.65,16.6,0.5,857.3900000000001,0.00041347897376543217,0
v_a0ls05cd51_0016,v_a0ls05cd51,1,car,799.505,461.29,83.19,36.52,0.0,3038.0988,0.0014651325231481483,0
v_a0vwscsw6p_0008,v_a0vwscsw6p,1,car,1002.63,294.16,95.36,44.44,87.85,4237.7984,0.0020436913580246913,0
v_a0vwscsw6p_0008,v_a0vwscsw6p,1,car,1063.65,471.865,98.98,44.41,22.63,4395.7018,0.002119840760030864,0
v_aezq2v2os1_0028,v_aezq2v2os1,1,car,507.335,494.6,37.23,93.38,89.8,3476.5373999999997,0.0016765708912037036,0
v_aezq2v2os1_0028,v_aezq2v2os1,1,car,1059.54,526.785,86.02,36.79,0.0,3164.6758,0.0015261746720679013,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,81.76,568.045,36.64,85.81,89.9,3144.0784000000003,0.001516241512345679,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,132.4,494.915,89.98,39.33,0.0,3538.9134,0.0017066519097222223,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,632.455,515.41,35.29,82.7,85.0,2918.483,0.0014074474344135802,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,934.875,298.515,37.79,87.45,0.0,3304.7355000000002,0.001593718894675926,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,940.265,183.45,36.91,86.6,0.0,3196.4059999999995,0.0015414766589506171,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,943.53,58.92,38.04,86.6,0.0,3294.2639999999997,0.0015886689814814813,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,945.74,1060.68,35.02,38.64,0.0,1353.1728,0.0006525717592592593,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,980.71,620.28,39.0,89.72,0.0,3499.08,0.0016874421296296297,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,1161.245,490.595,80.99,35.87,358.8,2905.1112999999996,0.001400998890817901,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,1187.605,549.275,82.23,34.97,351.94,2875.5831,0.0013867588252314813,0
v_afhs8e8chi_0000,v_afhs8e8chi,1,car,1478.58,530.305,90.38,32.75,0.0,2959.9449999999997,0.0014274426118827158,0
v_ags40vgt6h_0011,v_ags40vgt6h,1,car,77.355,516.585,116.93,45.99,358.4,5377.6107,0.002593369357638889,0
v_ajl3wk2lc0_0022,v_ajl3wk2lc0,1,car,154.03,531.74,104.82,43.36,0.0,4544.995199999999,0.0021918379629629627,0
v_ajl3wk2lc0_0022,v_ajl3wk2lc0,1,car,525.035,509.005,106.43,44.67,0.0,4754.2281,0.0022927411747685187,0
v_at0nazxy83_0046,v_at0nazxy83,1,car,88.145,528.61,29.89,78.22,89.1,2337.9958,0.0011275056905864199,0
v_at0nazxy83_0046,v_at0nazxy83,1,car,888.505,471.635,35.61,88.63,50.6824,3156.1142999999997,0.0015220458622685184,0
v_at0nazxy83_0046,v_at0nazxy83,1,car,954.485,359.985,32.39,76.85,7.4643,2489.1715,0.0012004106385030864,0
v_at0nazxy83_0046,v_at0nazxy83,9,motorcycle,934.43,270.365,9.7,38.37,1.9143,372.18899999999996,0.00017948929398148145,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,48.96,386.57,87.5,33.18,0.0,2903.25,0.0014001012731481481,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,69.45,483.525,92.4,34.55,0.0,3192.42,0.0015395543981481482,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,89.42,436.11,91.3,34.54,0.0,3153.502,0.0015207860725308642,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,99.975,1030.02,87.13,37.28,0.0,3248.2064,0.0015664575617283952,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,234.16,394.705,85.4,35.63,0.0,3042.8020000000006,0.0014674006558641978,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,283.095,443.155,105.83,37.79,0.0,3999.3156999999997,0.0019286823398919752,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,298.675,486.525,82.59,34.05,0.0,2812.1895,0.0013561870659722223,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,328.485,394.755,83.99,34.31,0.0,2881.6969,0.0013897072241512345,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,399.18,488.16,82.86,33.7,0.0,2792.382,0.0013466348379629629,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,428.36,446.685,82.36,35.23,0.0,2901.5427999999997,0.0013992779706790122,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,436.485,388.94,86.45,34.62,0.0,2992.899,0.0014433347800925926,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,505.185,487.13,86.01,35.9,1.9,3087.759,0.0014890813078703704,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,520.72,440.29,86.18,35.24,1.1,3036.9832000000006,0.0014645945216049385,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,533.86,390.345,78.56,33.39,1.2,2623.1184000000003,0.0012650069444444447,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,535.91,1029.07,77.74,35.88,0.0,2789.3112,0.0013451539351851853,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,619.24,485.115,82.8,34.71,359.0,2873.988,0.0013859895833333333,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,637.845,387.875,84.21,33.17,1.4,2793.2457,0.0013470513599537037,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,645.585,436.49,83.61,34.94,0.7,2921.3334,0.0014088220486111111,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1057.05,227.065,89.3,39.45,0.0,3522.885,0.0016989221643518519,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1079.595,276.315,81.43,37.35,0.0,3041.4105000000004,0.0014667296006944447,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1105.385,81.94,93.77,42.32,359.5,3968.3464,0.001913747299382716,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1134.68,140.485,81.48,37.11,0.0,3023.7228,0.0014581996527777779,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1189.63,278.805,82.2,36.89,0.0,3032.358,0.0014623640046296296,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1297.905,272.82,80.91,37.9,0.0,3066.4889999999996,0.001478823784722222,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1331.77,130.325,85.8,40.51,0.0,3475.758,0.001676195023148148,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1380.815,278.08,70.23,33.44,0.0,2348.4912,0.0011325671296296296,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1430.975,321.66,90.73,37.12,0.0,3367.8976,0.0016241790123456789,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1462.235,221.83,92.69,35.76,0.0,3314.5944,0.0015984733796296296,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1487.59,263.325,88.44,36.67,0.0,3243.0948,0.0015639924768518518,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1580.655,218.08,91.53,34.5,0.0,3157.785,0.0015228515625,0
v_awslkgu4yp_0042,v_awslkgu4yp,1,car,1731.63,276.445,94.34,39.65,2.8,3740.581,0.0018039067322530864,0
v_awslkgu4yp_0042,v_awslkgu4yp,2,van,171.935,240.12,96.63,37.2,359.5,3594.636,0.0017335243055555556,0
v_awslkgu4yp_0042,v_awslkgu4yp,2,van,1314.905,222.49,109.75,42.4,0.0,4653.4,0.002244116512345679,0
v_awslkgu4yp_0042,v_awslkgu4yp,2,van,1692.965,219.91,112.03,42.7,0.0,4783.6810000000005,0.0023069449266975312,0
v_awslkgu4yp_0042,v_awslkgu4yp,4,minibus,1274.6,322.32,84.82,37.36,0.0,3168.8751999999995,0.0015281998456790121,0
v_awslkgu4yp_0042,v_awslkgu4yp,4,minibus,1561.205,316.65,99.97,39.8,0.0,3978.8059999999996,0.0019187914737654318,0
v_awslkgu4yp_0042,v_awslkgu4yp,5,bus,1868.35,258.315,103.3,55.75,0.0,5758.974999999999,0.0027772834683641974,0
v_awslkgu4yp_0042,v_awslkgu4yp,7,truck,176.27,490.12,110.98,34.84,0.0,3866.5432000000005,0.0018646523919753088,0
v_awslkgu4yp_0042,v_awslkgu4yp,7,truck,1105.605,318.675,102.23,42.39,0.0,4333.5297,0.0020898580729166666,0
v_awslkgu4yp_0042,v_awslkgu4yp,7,truck,1601.04,261.775,120.52,47.97,0.0,5781.3444,0.0027880711805555554,0
v_awslkgu4yp_0042,v_awslkgu4yp,9,motorcycle,202.89,460.8,43.5,12.1,3.78,526.35,0.00025383391203703706,0
v_awslkgu4yp_0042,v_awslkgu4yp,9,motorcycle,351.125,204.485,36.29,12.31,0.0,446.7299,0.00021543687307098766,0
v_awslkgu4yp_0042,v_awslkgu4yp,9,motorcycle,585.82,418.885,38.42,12.29,2.1,472.1818,0.00022771113040123459,0
v_awslkgu4yp_0042,v_awslkgu4yp,9,motorcycle,1813.035,312.365,44.23,14.87,0.0,657.7000999999999,0.0003171779031635802,0
v_azsh7mr6fm_0031,v_azsh7mr6fm,1,car,1208.075,512.04,93.27,42.12,358.8,3928.5323999999996,0.0018945468749999997,0
v_azsh7mr6fm_0031,v_azsh7mr6fm,8,mototaxi,1061.46,559.84,66.12,22.56,337.3,1491.6672,0.0007193611111111112,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,31.335,471.85,62.41,38.36,0.0,2394.0476,0.0011545368441358023,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,123.39,474.76,91.82,41.04,0.0,3768.2927999999997,0.0018172708333333333,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,253.29,479.63,116.44,38.58,0.2,4492.2552,0.002166403935185185,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,301.785,527.96,115.69,41.7,358.7,4824.273,0.0023265205439814817,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,421.5,474.585,94.0,37.07,0.0,3484.58,0.0016804494598765432,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,526.755,478.92,99.35,38.98,0.0,3872.6629999999996,0.00186760368441358,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,641.875,487.19,98.93,44.3,0.0,4382.599,0.0021135218942901234,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,821.48,537.08,104.72,42.84,0.0,4486.2048,0.0021634861111111113,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,855.36,447.415,90.82,36.47,334.98,3312.2054,0.0015973212770061728,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1005.57,475.125,93.78,37.27,0.0,3495.1806,0.0016855616319444446,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1010.245,595.345,37.35,91.81,25.6905,3429.1035,0.001653695746527778,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1180.2,556.035,34.48,72.29,85.319,2492.5592,0.0012020443672839506,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1357.19,488.955,102.7,40.79,0.0,4189.133,0.0020202223186728393,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1440.21,542.83,98.5,36.5,359.6,3595.25,0.0017338204089506174,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1599.96,490.195,96.7,38.35,0.0,3708.445,0.0017884090470679014,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1747.935,548.57,37.99,103.5,90.5,3931.965,0.0018962022569444445,0
v_b0ge2kn580_0017,v_b0ge2kn580,1,car,1845.425,495.265,86.71,42.93,0.0,3722.4602999999997,0.0017951679687499998,0
v_b0ge2kn580_0017,v_b0ge2kn580,3,microbus,963.51,847.58,40.62,147.2,1.8,5979.263999999999,0.0028835185185185183,0
v_b0ge2kn580_0017,v_b0ge2kn580,9,motorcycle,1727.86,585.76,40.1,11.5,2.0,461.15000000000003,0.00022239101080246914,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,37.825,507.275,75.65,41.05,0.0,3105.4325,0.0014976044077932098,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,354.34,448.49,117.06,39.3,0.0,4600.458,0.0022185850694444445,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,483.11,453.38,97.04,40.6,0.0,3939.8240000000005,0.0018999922839506174,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,616.94,445.16,87.3,34.2,0.0,2985.6600000000003,0.0014398437500000002,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,734.57,468.265,78.1,37.53,0.0,2931.093,0.0014135286458333333,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,796.985,517.13,89.43,36.68,0.0,3280.2924000000003,0.0015819311342592595,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,848.93,469.275,91.5,38.85,0.0,3554.775,0.001714301215277778,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,991.33,510.06,37.68,86.58,6.65,3262.3343999999997,0.0015732708333333332,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1097.145,453.925,87.61,38.15,0.0,3342.3215,0.0016118448591820988,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1198.675,453.435,89.61,37.97,0.0,3402.4917,0.0016408621238425925,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1310.735,458.39,87.51,37.02,0.0,3239.6202000000003,0.001562316840277778,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1444.525,524.78,93.47,36.56,0.0,3417.2632000000003,0.0016479857253086422,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1512.455,460.735,36.71,87.27,90.1,3203.6817,0.0015449853877314815,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1645.75,509.15,101.4,44.92,0.0,4554.888000000001,0.0021966087962962968,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1761.935,460.18,83.13,36.08,0.0,2999.3304,0.0014464363425925925,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,1,car,1780.61,539.415,93.0,35.53,0.0,3304.29,0.001593504050925926,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,2,van,136.98,454.365,83.64,33.29,0.0,2784.3756,0.0013427737268518517,0
v_b9y35x9ivz_0001,v_b9y35x9ivz,5,bus,910.26,889.565,62.5,256.21,0.0,16013.124999999998,0.007722378954475308,0
v_bapchxld41_0044,v_bapchxld41,1,car,45.25,508.38,86.9,34.52,0.0,2999.7880000000005,0.0014466570216049384,0
v_bapchxld41_0044,v_bapchxld41,1,car,393.435,462.24,76.91,32.08,0.0,2467.2727999999997,0.001189849922839506,0
v_bapchxld41_0044,v_bapchxld41,1,car,554.175,459.655,77.43,31.93,359.8,2472.3399000000004,0.001192293547453704,0
v_bapchxld41_0044,v_bapchxld41,1,car,600.63,507.0,83.66,32.86,0.0,2749.0676,0.0013257463348765432,0
v_bapchxld41_0044,v_bapchxld41,1,car,615.98,116.42,77.5,33.16,2.2,2569.8999999999996,0.0012393422067901233,0
v_bapchxld41_0044,v_bapchxld41,1,car,813.935,512.95,81.55,32.06,0.46,2614.493,0.0012608473186728395,0
v_bapchxld41_0044,v_bapchxld41,1,car,839.46,803.55,71.88,29.36,159.9,2110.3968,0.0010177453703703705,0
v_bapchxld41_0044,v_bapchxld41,1,car,930.065,927.335,79.19,31.05,90.8,2458.8495,0.0011857877604166665,0
v_bapchxld41_0044,v_bapchxld41,1,car,932.775,635.44,80.63,30.98,85.6333,2497.9174,0.001204628375771605,0
v_bapchxld41_0044,v_bapchxld41,1,car,945.435,463.5,86.03,34.7,359.9,2985.2410000000004,0.0014396416859567903,0
v_bapchxld41_0044,v_bapchxld41,1,car,966.735,257.78,78.35,34.74,357.4,2721.879,0.001312634548611111,0
v_bapchxld41_0044,v_bapchxld41,1,car,1018.46,925.84,34.18,83.4,0.0,2850.612,0.0013747164351851852,0
v_bapchxld41_0044,v_bapchxld41,1,car,1033.19,315.5,63.38,27.78,357.9,1760.6964,0.0008491012731481482,0
v_bapchxld41_0044,v_bapchxld41,1,car,1057.455,907.62,34.95,83.2,0.0,2907.84,0.0014023148148148148,0
v_bapchxld41_0044,v_bapchxld41,1,car,1577.75,500.67,71.54,30.5,0.9,2181.9700000000003,0.0010522617669753089,0
v_bapchxld41_0044,v_bapchxld41,1,car,1851.275,407.125,84.49,33.01,358.9,2789.0148999999997,0.0013450110435956788,0
v_bapchxld41_0044,v_bapchxld41,4,minibus,119.27,238.855,89.8,39.83,359.2,3576.734,0.001724891010802469,0
v_bapchxld41_0044,v_bapchxld41,4,minibus,414.09,509.43,105.48,36.22,0.0,3820.4856,0.0018424409722222223,0
v_bapchxld41_0044,v_bapchxld41,4,minibus,497.04,286.35,93.46,41.64,1.6,3891.6744,0.0018767719907407407,0
v_bapchxld41_0044,v_bapchxld41,4,minibus,621.53,404.27,80.46,32.48,0.0,2613.3407999999995,0.0012602916666666665,0
v_bapchxld41_0044,v_bapchxld41,4,minibus,927.56,404.055,80.08,32.35,0.0,2590.588,0.0012493190586419754,0
v_bapchxld41_0044,v_bapchxld41,7,truck,167.9,455.485,180.16,55.03,0.0,9914.2048,0.004781155864197531,0
v_bapchxld41_0044,v_bapchxld41,7,truck,698.93,156.115,143.16,44.95,1.67,6435.042,0.003103318865740741,0
v_bapchxld41_0044,v_bapchxld41,7,truck,723.84,457.795,183.12,47.47,0.0,8692.7064,0.00419208449074074,0
v_bapchxld41_0044,v_bapchxld41,7,truck,914.995,203.195,106.73,48.01,3.98,5124.1073,0.0024711165605709874,0
v_bapchxld41_0044,v_bapchxld41,8,mototaxi,79.905,407.065,61.03,26.69,0.0,1628.8907000000002,0.0007855375675154322,0
v_bapchxld41_0044,v_bapchxld41,9,motorcycle,247.525,509.16,49.79,14.08,0.0,701.0432,0.00033808024691358023,0
v_bapchxld41_0044,v_bapchxld41,9,motorcycle,325.465,526.425,46.89,13.43,0.0,629.7327,0.00030369053819444443,0
v_bapchxld41_0044,v_bapchxld41,9,motorcycle,345.08,486.34,42.28,15.12,0.0,639.2736,0.0003082916666666667,0
v_bapchxld41_0044,v_bapchxld41,9,motorcycle,1234.08,534.105,36.58,12.55,1.5,459.079,0.00022139226466049382,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,51.01,386.575,87.5,33.17,0.0,2902.375,0.001399679301697531,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,73.03,484.145,92.4,34.55,0.0,3192.42,0.0015395543981481482,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,90.665,443.165,83.49,34.05,0.0,2842.8344999999995,0.0013709657118055553,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,190.305,439.26,90.05,35.3,0.0,3178.7649999999994,0.001532969232253086,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,236.325,394.555,85.41,35.63,0.0,3043.1583,0.0014675724826388888,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,334.17,444.045,104.72,37.79,0.0,3957.3687999999997,0.0019084533179012345,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,342.995,396.135,83.99,34.31,0.0,2881.6969,0.0013897072241512345,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,363.91,487.82,82.6,34.06,0.0,2813.3559999999998,0.0013567496141975307,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,459.2,1021.98,96.66,41.88,0.0,4048.1208,0.0019522187500000002,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,491.84,389.83,86.44,34.62,0.0,2992.5527999999995,0.001443167824074074,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,522.595,443.805,82.37,35.23,0.0,2901.8950999999997,0.001399447868441358,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,542.48,489.525,82.86,33.69,0.0,2791.5534,0.0013462352430555554,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,603.725,276.28,81.43,37.34,0.0,3040.5962000000004,0.001466336902006173,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,627.87,1032.165,77.06,37.73,2.88,2907.4737999999998,0.0014021382137345678,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,704.035,440.38,82.23,31.38,359.3,2580.3774,0.0012443949652777776,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,739.825,389.76,78.55,33.38,359.4,2621.9990000000003,0.0012644671103395062,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,770.77,504.87,83.38,35.9,15.58,2993.3419999999996,0.0014435484182098765,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,829.07,278.22,82.2,35.28,0.0,2900.016,0.0013985416666666666,0
v_bgi9ktcgda_0033,v_bgi9ktcgda,1,car,839.805,143.985,81.49,37.11,0.0,3024.0939,0.001458378616898148,0
